上海频道,#genre#
CCTV-6,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1534504821_-1503272118/ott.mobaibox.com/PLTV/3/224/3221227505/index.m3u8?icpid=3&RTS=1674385944&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV-7,http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/wh7f454c46tw2093183387_2029738236/ott.mobaibox.com/PLTV/3/224/3221228283/index.m3u8?icpid=3&RTS=1674468107&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
CCTV-8,http://123.10.76.176:808/hls/8/index.m3u8
CCTV-9,http://121.24.99.52:8090/hls/17/index.m3u8
CCTV-9,http://14.155.226.57:8888/hls/5/index.m3u8
CCTV-10,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1536888658_607171036/ott.mobaibox.com/PLTV/3/224/3221227717/index.m3u8?icpid=3&RTS=1674385947&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV-11,https://cntv.lat/tv/live.php?auth=231110&id=cctv11
CCTV-12,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw97794338_-604599203/ott.mobaibox.com/PLTV/3/224/3221227655/index.m3u8?icpid=3&RTS=1674380213&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
CCTV-13,http://[2409:8087:2001:20:2800:0:df6e:eb0f]:80/wh7f454c46tw1538464012_-199930895/ott.mobaibox.com/PLTV/3/224/3221225560/index.m3u8?icpid=3&RTS=1674385948&from=40&popid=40&hms_devid=2111&prioritypopid=40&vqe=3
CCTV-14,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw1746129949_-891071668/ott.mobaibox.com/PLTV/3/224/3221227656/index.m3u8?icpid=3&RTS=1674386156&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15,http://110.7.130.123:8096/tsfile/live/0014_2.m3u8
CCTV-16,https://cntv.lat/tv/live.php?auth=231110&id=cctv16
CCTV-17,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8
CCTV-17,https://cntv.lat/tv/live.php?auth=231110&id=cctv17

卫视频道,#genre#
广东卫视,http://219.147.3.106:4455/newlive/live/hls/26/live.m3u8
广东卫视,http://xxw.me0.cn/api/migu.php?id=28
广东卫视,http://111.75.151.236:50085/newlive/live/hls/25/live.m3u8
广东卫视,http://php.jdshipin.com:8880/bst.php?id=gdwshd/4000000
浙江卫视,http://111.75.151.236:50085/newlive/live/hls/21/live.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://219.147.3.106:4455/newlive/live/hls/17/live.m3u8
浙江卫视,http://14.29.76.30:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://php.jdshipin.com:8880/bst.php?id=zjwshd/4000000
湖南卫视,http://182.122.73.120:8089/hls/30/index.m3u8
湖南卫视,http://123.10.76.176:808/hls/33/index.m3u8
湖南卫视,http://121.24.98.185:8090/hls/56/index.m3u8
湖南卫视,http://219.147.3.106:4455/newlive/live/hls/18/live.m3u8
湖南卫视,http://iptv123.msns.cn:9901/tsfile/live/0128_1.m3u8
北京卫视,http://118.79.7.20:6001/rtp/226.0.2.177:9328
北京卫视,http://123.123.184.43:1314/rtp/239.3.1.241:8000
北京卫视,http://60.223.72.32:8005/rtp/226.0.2.177:9328
北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
北京卫视,http://61.182.33.218:8000/hls/19/index.m3u8
湖北卫视,http://219.147.3.106:4455/newlive/live/hls/32/live.m3u8
湖北卫视,http://58.220.219.14:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://xxw.me0.cn/api/migu.php?id=24
湖北卫视,http://111.75.151.236:50085/newlive/live/hls/27/live.m3u8
湖北卫视,http://125.210.152.19:9123/live/hzgq-hbwsgq-h264.m3u8
黑龙江卫视,http://219.147.3.106:4455/newlive/live/hls/28/live.m3u8
黑龙江卫视,http://221.210.64.165:2233/hls/1/index.m3u8
黑龙江卫视,http://111.75.151.236:50085/newlive/live/hls/32/live.m3u8
黑龙江卫视,http://php.jdshipin.com:8880/bst.php?id=hljwshd/4000000
黑龙江卫视,http://php.jdshipin.com:8880/bst.php?id=hljwshd8m/8000000
安徽卫视,http://219.147.3.106:4455/newlive/live/hls/21/live.m3u8
安徽卫视,http://php.jdshipin.com:8880/bst.php?id=ahwshd/4000000
安徽卫视,http://111.75.151.236:50085/newlive/live/hls/29/live.m3u8
重庆卫视,http://219.147.3.106:4455/newlive/live/hls/24/live.m3u8
重庆卫视,http://111.75.151.236:50085/newlive/live/hls/40/live.m3u8
重庆卫视,http://125.210.152.19:9123/live/hzgq-cqwsgq-h264.m3u8
重庆卫视,http://php.jdshipin.com:8880/bst.php?id=cqwshd8m/8000000
东方卫视,http://219.147.3.106:4455/newlive/live/hls/23/live.m3u8
东方卫视,http://xxw.me0.cn/api/migu.php?id=20
东方卫视,http://121.27.126.129:809/hls/38/index.m3u8
东方卫视,http://111.75.151.236:50085/newlive/live/hls/23/live.m3u8
东方卫视,http://php.jdshipin.com:8880/bst.php?id=hddfws/4000000
东南卫视,http://113.103.253.30:9999/udp/239.77.1.104:5146
东南卫视,http://219.147.3.106:4455/newlive/live/hls/29/live.m3u8
东南卫视,http://111.75.151.236:50085/newlive/live/hls/33/live.m3u8
东南卫视,http://iptv123.msns.cn:9901/tsfile/live/0137_1.m3u8
甘肃卫视,http://219.147.3.106:4455/newlive/live/hls/47/live.m3u8
甘肃卫视,http://125.210.152.19:9123/live/hszx-gstv-h264.m3u8
甘肃卫视,http://111.75.151.236:50085/newlive/live/hls/41/live.m3u8
甘肃卫视,http://jltpc.x3322.net:9901/tsfile/live/0141_1.m3u8?key=txiptv
甘肃卫视,http://php.jdshipin.com:8880/bst.php?id=gswshd8m/8000000
广西卫视,http://171.110.178.134:8088/udp/239.81.0.107:4056
广西卫视,http://222.84.98.48:4200/udp/239.81.0.107:4056
广西卫视,http://113.12.72.152:9901/tsfile/live/1024_1.m3u8
广西卫视,http://219.147.3.106:4455/newlive/live/hls/39/live.m3u8
广西卫视,http://111.75.151.236:50085/newlive/live/hls/37/live.m3u8
贵州卫视,http://php.jdshipin.com:8880/bst.php?id=gzwshd8m/8000000
贵州卫视,http://219.147.3.106:4455/newlive/live/hls/42/live.m3u8
贵州卫视,http://111.75.151.236:50085/newlive/live/hls/45/live.m3u8
海南卫视,http://111.75.151.236:50085/newlive/live/hls/42/live.m3u8
海南卫视,http://125.210.152.19:9123/live/hszx-lytv-h264.m3u8
海南卫视,http://59.44.192.22:65000/hls/99/index.m3u8
海南卫视,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000
河北卫视,http://110.240.239.100:8888/rtp/239.253.92.154:6011
河北卫视,http://219.147.3.106:4455/newlive/live/hls/35/live.m3u8
河北卫视,http://php.jdshipin.com:8880/bst.php?id=hbwshd8m/8000000
河北卫视,http://111.75.151.236:50085/newlive/live/hls/51/live.m3u8
河南卫视,http://1.198.26.192:808/hls/16/index.m3u8
河南卫视,http://219.147.3.106:4455/newlive/live/hls/38/live.m3u8
河南卫视,http://111.75.151.236:50085/newlive/live/hls/39/live.m3u8
江苏卫视,http://61.136.67.238:50085/tsfile/live/0127_1.m3u8
江苏卫视,http://182.122.73.120:8089/hls/31/index.m3u8
江苏卫视,http://219.147.3.106:4455/newlive/live/hls/19/live.m3u8
江苏卫视,http://171.8.245.48:808/hls/30/index.m3u8
江苏卫视,http://111.75.151.236:50085/newlive/live/hls/22/live.m3u8
辽宁卫视,http://221.220.135.32:9999/rtp/239.3.1.210:8056
辽宁卫视,http://xxw.me0.cn/api/migu.php?id=21
辽宁卫视,http://219.147.3.106:4455/newlive/live/hls/27/live.m3u8
辽宁卫视,http://111.75.151.236:50085/newlive/live/hls/30/live.m3u8
辽宁卫视,http://php.jdshipin.com:8880/bst.php?id=lnwshd8m/8000000
内蒙古卫视,http://60.12.183.46:9901/tsfile/live/1003_1.m3u8
内蒙古卫视,http://125.210.152.19:9123/live/hszx-nmgtv-h264.m3u8
内蒙古卫视,http://111.75.151.236:50085/newlive/live/hls/48/live.m3u8
内蒙古卫视,http://219.147.3.106:4455/newlive/live/hls/41/live.m3u8
内蒙古卫视,http://php.jdshipin.com:8880/bst.php?id=nmgws/1300000
宁夏卫视,http://125.210.152.19:9123/live/hszx-nxtv-h264.m3u8
宁夏卫视,http://219.147.3.106:4455/newlive/live/hls/44/live.m3u8
宁夏卫视,http://111.75.151.236:50085/newlive/live/hls/38/live.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视,http://219.147.3.106:4455/newlive/live/hls/43/live.m3u8
青海卫视,http://111.75.151.236:50085/newlive/live/hls/46/live.m3u8
青海卫视,http://125.210.152.19:9123/live/hszx-qhtv-h264.m3u8
青海卫视,http://jltpc.x3322.net:9901/tsfile/live/0140_1.m3u8?key=txiptv
山东卫视,http://219.147.3.106:4455/newlive/live/hls/48/live.m3u8
山东卫视,http://111.75.151.236:50085/newlive/live/hls/31/live.m3u8
山东卫视,http://xxw.me0.cn/api/migu.php?id=23
山东卫视,http://php.jdshipin.com:8880/bst.php?id=sdwshd/4000000
山西卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759
山西卫视,http://live.cooltv.top/tv/tide.php?id=sxiws2
山西卫视,http://183.185.40.158:8084/rtp/226.0.2.11:8000
山西卫视,http://219.147.3.106:4455/newlive/live/hls/33/live.m3u8
山西卫视,http://111.75.151.236:50085/newlive/live/hls/44/live.m3u8
陕西卫视,http://xxw.me0.cn/api/migu.php?id=22
陕西卫视,http://219.147.3.106:4455/newlive/live/hls/30/live.m3u8
陕西卫视,http://jltpc.x3322.net:9901/tsfile/live/0136_1.m3u8?key=txiptv
陕西卫视,http://111.75.151.236:50085/newlive/live/hls/47/live.m3u8
陕西卫视,http://php.jdshipin.com:8880/bst.php?id=sxws/1300000
四川卫视,http://27.16.206.174:8989/rtp/239.69.1.169:10650
四川卫视,http://111.75.151.236:50085/newlive/live/hls/43/live.m3u8
四川卫视,http://php.jdshipin.com:8880/bst.php?id=scwshd8m/8000000
四川卫视,http://219.147.3.106:4455/newlive/live/hls/34/live.m3u8
深圳卫视,http://219.147.3.106:4455/newlive/live/hls/25/live.m3u8
深圳卫视,http://58.220.219.14:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://111.75.151.236:50085/newlive/live/hls/26/live.m3u8
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
三沙卫视,http://125.210.152.19:9123/live/hzgq-ssws-h264.m3u8
三沙卫视,http://jltpc.x3322.net:9901/tsfile/live/0142_1.m3u8?key=txiptv
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
天津卫视,http://219.147.3.106:4455/newlive/live/hls/22/live.m3u8
天津卫视,http://php.jdshipin.com:8880/bst.php?id=tjwshd/4000000
天津卫视,http://111.75.151.236:50085/newlive/live/hls/28/live.m3u8
西藏卫视,http://219.147.3.106:4455/newlive/live/hls/46/live.m3u8
西藏卫视,http://111.75.151.236:50085/newlive/live/hls/36/live.m3u8
西藏卫视,http://113.12.72.152:9901/tsfile/live/1035_1.m3u8
西藏卫视,http://php.jdshipin.com:8880/bst.php?id=xzws/1300000
西藏卫视,http://125.210.152.19:9123/live/hszx-xztv-h264.m3u8
新疆卫视,http://219.147.3.106:4455/newlive/live/hls/45/live.m3u8
新疆卫视,http://111.75.151.236:50085/newlive/live/hls/49/live.m3u8
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
新疆卫视,http://php.jdshipin.com:8880/bst.php?id=xjws/1300000
新疆卫视,http://113.12.72.152:9901/tsfile/live/1036_1.m3u8
云南卫视,http://125.210.152.19:9123/live/hzgq-ynwsgq-h264.m3u8
云南卫视,http://219.147.3.106:4455/newlive/live/hls/40/live.m3u8
云南卫视,http://111.75.151.236:50085/newlive/live/hls/34/live.m3u8
大湾区卫视,http://38.64.72.148/hls/modn/list/4011/chunklist0.m3u8
